carat,depth,x,y,z,color_E,color_F,color_G,color_H,color_I,color_J
0.7,62.4,5.63,5.71,3.54,0,1,0,0,0,0
0.7,63.4,5.63,5.66,3.58,0,0,0,0,0,0
0.5,61.2,5.14,5.16,3.15,0,0,0,0,0,0
0.72,62.6,5.7,5.74,3.58,1,0,0,0,0,0
1.19,64.4,6.69,6.64,4.29,0,0,0,1,0,0
0.42,61.2,4.77,4.84,2.94,0,0,0,1,0,0
0.38,61.7,4.6,4.64,2.85,0,0,0,0,1,0
1.05,61.8,6.52,6.59,4.05,0,0,1,0,0,0
0.52,62.5,5.1,5.07,3.18,0,0,1,0,0,0
0.32,62.7,4.37,4.34,2.73,1,0,0,0,0,0
0.7,63.9,5.57,5.51,3.54,0,0,1,0,0,0
0.3,62.0,4.31,4.3,2.67,0,0,1,0,0,0
0.59,60.2,5.48,5.44,3.29,0,1,0,0,0,0
0.81,61.2,6.0,5.99,3.67,0,0,1,0,0,0
0.43,62.9,4.77,4.8,3.01,0,1,0,0,0,0
1.11,59.9,6.78,6.71,4.04,0,0,0,0,0,1
0.5,61.1,5.11,5.13,3.13,0,0,0,0,0,0
1.0,60.5,6.44,6.48,3.91,1,0,0,0,0,0
0.3,63.5,4.23,4.27,2.7,0,0,1,0,0,0
0.3,62.4,4.3,4.26,2.67,1,0,0,0,0,0
0.32,63.6,4.35,4.42,2.79,0,0,0,0,0,0
0.51,62.9,5.12,5.08,3.21,0,0,0,0,1,0
0.43,62.8,4.8,4.82,3.02,0,0,0,0,1,0
0.3,62.2,4.28,4.31,2.67,0,0,0,1,0,0
0.38,62.4,4.62,4.71,2.91,1,0,0,0,0,0
0.4,61.9,4.74,4.79,2.95,0,0,0,0,0,1
0.5,57.5,5.3,5.24,3.03,0,0,1,0,0,0
0.74,61.7,5.86,5.81,3.6,1,0,0,0,0,0
0.39,62.4,4.64,4.68,2.91,0,0,1,0,0,0
0.32,61.7,4.38,4.41,2.71,0,1,0,0,0,0
1.1,60.1,6.76,6.69,4.04,1,0,0,0,0,0
0.3,61.4,4.29,4.31,2.64,0,0,0,0,0,0
0.52,63.4,5.16,5.09,3.25,0,0,0,0,0,0
0.72,64.0,5.63,5.59,3.59,0,0,1,0,0,0
0.56,62.0,5.28,5.3,3.28,0,0,1,0,0,0
0.55,60.2,5.32,5.37,3.22,0,1,0,0,0,0
0.9,66.4,5.92,5.86,3.91,0,0,0,0,1,0
0.9,62.4,6.15,6.22,3.86,0,1,0,0,0,0
1.5,61.2,7.41,7.36,4.52,1,0,0,0,0,0
1.56,57.6,7.6,7.62,4.38,0,0,0,0,0,1
1.02,62.8,6.43,6.4,4.03,0,1,0,0,0,0
0.41,62.6,4.76,4.79,2.99,0,1,0,0,0,0
2.11,62.3,8.23,8.13,5.1,0,0,0,0,1,0
0.3,62.3,4.29,4.31,2.68,0,1,0,0,0,0
0.3,62.3,4.32,4.35,2.7,0,0,1,0,0,0
1.15,63.5,6.73,6.69,4.26,0,0,0,0,0,0
0.65,58.1,5.66,5.74,3.31,0,1,0,0,0,0
0.28,61.5,4.21,4.24,2.6,0,0,0,1,0,0
0.9,61.5,6.1,6.06,3.74,0,1,0,0,0,0
1.21,62.1,6.8,6.76,4.21,0,0,0,1,0,0
0.25,62.6,4.01,4.07,2.53,0,0,1,0,0,0
1.69,61.8,7.58,7.61,4.69,0,0,0,0,1,0
0.5,61.8,5.13,5.16,3.18,0,0,0,0,0,0
0.42,62.0,4.88,4.8,3.0,0,0,0,0,1,0
0.51,63.2,5.08,5.11,3.22,0,0,1,0,0,0
0.31,62.1,4.35,4.41,2.72,0,0,0,0,0,0
0.3,61.7,4.3,4.32,2.66,0,0,1,0,0,0
0.8,60.8,6.02,6.05,3.67,0,0,1,0,0,0
0.5,63.4,5.04,5.09,3.21,0,0,0,0,0,0
0.38,59.9,4.77,4.72,2.84,0,0,1,0,0,0
0.3,62.5,4.23,4.28,2.66,1,0,0,0,0,0
1.5,62.3,7.27,7.17,4.5,0,0,1,0,0,0
0.31,61.7,4.38,4.4,2.71,1,0,0,0,0,0
0.32,59.8,4.48,4.52,2.69,0,0,0,1,0,0
1.04,60.8,6.49,6.53,3.96,0,0,0,0,0,0
0.41,62.3,4.75,4.79,2.97,0,1,0,0,0,0
0.32,60.6,4.46,4.48,2.71,0,0,1,0,0,0
0.71,62.4,5.71,5.74,3.57,0,0,0,0,0,0
0.7,62.6,5.63,5.65,3.53,0,0,0,1,0,0
1.15,62.3,6.67,6.75,4.18,0,0,1,0,0,0
0.9,61.2,6.15,6.2,3.78,0,0,0,0,1,0
0.61,61.0,5.49,5.53,3.36,0,0,0,0,0,0
1.5,63.4,7.16,7.25,4.57,0,0,0,0,0,0
0.31,63.1,4.33,4.38,2.75,0,0,0,0,0,0
0.26,62.1,4.03,4.12,2.53,0,0,0,0,0,0
1.1,63.1,6.49,6.56,4.12,0,0,0,0,1,0
0.4,62.5,4.66,4.72,2.93,0,0,0,0,0,0
0.5,65.8,5.03,4.91,3.27,0,0,1,0,0,0
1.03,62.1,6.41,6.48,4.0,0,0,1,0,0,0
2.1,61.4,8.26,8.19,5.05,0,0,1,0,0,0
1.02,63.7,6.42,6.45,4.1,0,0,0,0,0,0
1.52,63.5,7.28,7.24,4.61,0,0,0,0,0,1
1.0,60.3,6.47,6.43,3.89,0,1,0,0,0,0
0.32,62.6,4.41,4.38,2.75,0,0,1,0,0,0
0.51,62.6,5.09,5.13,3.2,0,0,0,1,0,0
1.02,60.5,6.55,6.51,3.95,0,0,1,0,0,0
0.9,62.3,6.17,6.23,3.86,0,0,0,0,0,0
0.82,62.6,5.98,5.94,3.73,0,0,0,0,1,0
0.51,61.9,5.11,5.16,3.18,0,1,0,0,0,0
1.01,61.6,6.51,6.55,4.02,0,0,1,0,0,0
1.1,60.8,6.63,6.7,4.05,0,0,0,0,1,0
1.08,61.6,6.58,6.61,4.06,1,0,0,0,0,0
2.02,62.6,8.05,8.01,5.03,0,0,0,0,1,0
0.35,61.3,4.58,4.55,2.8,0,0,0,1,0,0
1.64,60.6,7.67,7.61,4.63,0,0,0,0,0,1
0.33,63.2,4.39,4.44,2.79,0,0,1,0,0,0
0.72,62.1,5.72,5.75,3.56,0,1,0,0,0,0
0.71,61.2,5.83,5.77,3.55,0,0,0,1,0,0
0.31,61.4,4.32,4.37,2.67,0,0,0,1,0,0
0.8,61.9,5.95,6.0,3.7,0,0,0,0,0,0
0.71,61.2,5.76,5.81,3.54,0,0,0,1,0,0
1.5,62.0,7.32,7.38,4.56,0,0,0,0,1,0
1.14,60.2,6.81,6.74,4.08,0,0,0,1,0,0
0.72,61.9,5.83,5.73,3.57,0,1,0,0,0,0
0.56,61.2,5.32,5.33,3.26,0,1,0,0,0,0
0.55,62.7,5.27,5.19,3.28,0,0,1,0,0,0
0.64,63.4,5.52,5.49,3.49,1,0,0,0,0,0
0.3,61.3,4.33,4.35,2.66,0,0,0,1,0,0
0.3,63.1,4.29,4.27,2.7,0,0,0,0,1,0
0.3,61.8,4.31,4.33,2.67,0,0,1,0,0,0
1.15,60.7,6.77,6.83,4.13,0,0,0,0,0,1
0.33,61.4,4.45,4.48,2.74,0,1,0,0,0,0
0.5,63.6,5.04,5.08,3.22,0,0,1,0,0,0
1.25,60.4,7.02,6.95,4.22,0,0,0,1,0,0
0.38,60.7,4.7,4.73,2.86,0,0,1,0,0,0
0.9,62.8,6.09,6.13,3.84,1,0,0,0,0,0
0.31,61.8,4.37,4.33,2.69,0,0,0,0,0,0
0.57,62.3,5.31,5.28,3.3,0,0,0,1,0,0
0.3,62.9,4.31,4.34,2.72,0,0,0,0,0,0
0.43,62.8,4.79,4.86,3.03,1,0,0,0,0,0
0.4,62.4,4.73,4.7,2.94,0,0,0,0,1,0
2.0,65.6,7.92,7.76,5.15,0,0,0,1,0,0
0.37,61.6,4.62,4.67,2.86,0,1,0,0,0,0
2.0,61.9,8.02,8.0,4.98,0,0,0,0,0,0
0.9,62.2,6.14,6.23,3.85,0,0,0,0,0,0
2.02,62.4,8.03,8.19,5.06,0,0,0,0,0,1
0.72,62.2,5.72,5.75,3.57,1,0,0,0,0,0
0.41,63.9,4.71,4.74,3.02,0,0,0,0,1,0
1.24,60.2,6.96,7.0,4.2,0,0,1,0,0,0
1.01,62.9,6.33,6.22,3.95,0,0,0,1,0,0
0.3,60.4,4.31,4.33,2.61,0,1,0,0,0,0
1.15,61.3,6.78,6.71,4.13,0,0,0,0,1,0
0.58,63.0,5.35,5.28,3.35,0,0,0,0,0,0
0.8,63.7,5.88,5.83,3.73,0,0,1,0,0,0
0.54,61.3,5.23,5.27,3.22,0,1,0,0,0,0
0.41,59.2,4.83,4.8,2.85,0,0,1,0,0,0
0.72,62.5,5.69,5.73,3.57,0,0,1,0,0,0
1.0,60.8,6.45,6.42,3.91,1,0,0,0,0,0
1.56,61.5,7.47,7.43,4.58,1,0,0,0,0,0
1.55,62.5,7.35,7.33,4.59,0,0,1,0,0,0
0.9,64.1,5.97,6.07,3.86,0,0,0,1,0,0
1.04,62.2,6.42,6.48,4.01,0,0,0,1,0,0
1.0,62.9,6.4,6.47,4.02,0,1,0,0,0,0
1.5,61.5,7.4,7.35,4.54,0,0,0,0,1,0
0.5,60.8,5.08,5.11,3.1,0,1,0,0,0,0
0.31,62.0,4.34,4.3,2.68,0,1,0,0,0,0
0.57,62.5,5.28,5.31,3.31,0,0,0,0,0,0
0.4,64.2,4.69,4.66,3.0,1,0,0,0,0,0
0.7,59.7,5.82,5.77,3.46,0,0,0,0,0,0
0.49,58.1,5.2,5.13,3.0,1,0,0,0,0,0
1.01,63.0,6.37,6.4,4.02,0,0,1,0,0,0
1.0,61.9,6.37,6.45,3.97,0,0,1,0,0,0
0.56,59.5,5.36,5.33,3.18,0,1,0,0,0,0
1.1,62.4,6.58,6.62,4.12,0,1,0,0,0,0
1.74,58.7,7.9,7.84,4.62,0,0,0,0,1,0
0.72,62.9,5.74,5.68,3.59,1,0,0,0,0,0
0.71,61.5,5.73,5.81,3.55,0,0,0,0,1,0
0.56,60.7,5.31,5.36,3.24,1,0,0,0,0,0
0.34,63.3,4.47,4.44,2.82,1,0,0,0,0,0
0.53,63.4,5.13,5.16,3.26,0,0,1,0,0,0
0.57,62.0,5.29,5.35,3.3,0,0,1,0,0,0
2.03,66.6,7.81,7.75,5.19,0,0,0,1,0,0
1.07,61.6,6.57,6.59,4.05,0,0,0,0,0,1
1.71,60.5,7.73,7.71,4.67,0,0,0,0,1,0
1.24,59.9,7.02,7.0,4.2,0,0,0,1,0,0
0.31,62.2,4.36,4.35,2.71,0,0,0,1,0,0
0.55,61.1,5.33,5.3,3.25,1,0,0,0,0,0
0.31,61.8,4.34,4.33,2.68,1,0,0,0,0,0
0.51,61.4,5.15,5.18,3.17,0,1,0,0,0,0
0.23,60.2,4.02,4.07,2.43,0,0,0,0,0,0
1.0,62.3,6.41,6.34,3.97,1,0,0,0,0,0
2.17,59.3,8.6,8.53,5.08,0,1,0,0,0,0
0.33,59.4,4.52,4.5,2.68,0,0,1,0,0,0
2.26,56.9,8.73,8.66,4.95,0,0,0,0,1,0
0.5,62.8,5.06,5.03,3.17,0,0,0,0,0,0
0.43,62.1,4.77,4.83,2.98,0,0,0,1,0,0
0.3,62.3,4.28,4.29,2.67,0,0,0,0,1,0
0.33,61.8,4.4,4.43,2.73,1,0,0,0,0,0
0.51,62.1,5.13,5.15,3.19,0,1,0,0,0,0
0.51,58.7,5.21,5.25,3.07,0,0,0,0,0,0
0.52,61.7,5.19,5.15,3.19,0,0,1,0,0,0
1.21,60.8,6.86,6.82,4.16,1,0,0,0,0,0
0.73,61.5,5.79,5.75,3.55,0,0,1,0,0,0
1.15,62.6,6.74,6.65,4.19,0,0,0,1,0,0
0.73,61.1,5.8,5.89,3.57,0,1,0,0,0,0
1.11,61.9,6.6,6.56,4.07,0,0,0,1,0,0
0.79,64.1,5.86,5.84,3.75,1,0,0,0,0,0
1.11,60.9,6.71,6.73,4.09,0,0,0,1,0,0
0.79,62.1,5.9,5.86,3.65,1,0,0,0,0,0
0.31,59.9,4.38,4.4,2.63,0,0,0,1,0,0
0.82,62.4,5.99,6.02,3.75,0,0,0,0,0,0
0.7,61.5,5.7,5.74,3.52,0,0,1,0,0,0
0.5,62.2,5.11,5.08,3.17,1,0,0,0,0,0
0.66,61.6,5.63,5.66,3.48,0,0,0,1,0,0
1.09,61.3,6.71,6.66,4.1,1,0,0,0,0,0
0.31,62.3,4.37,4.4,2.73,0,0,0,0,1,0
0.25,61.8,4.04,4.08,2.51,0,0,1,0,0,0
0.27,61.8,4.16,4.12,2.56,1,0,0,0,0,0
0.91,62.0,6.23,6.26,3.87,0,0,1,0,0,0
1.23,62.0,6.92,6.86,4.27,0,0,1,0,0,0
0.41,58.9,4.84,4.87,2.86,0,1,0,0,0,0
0.42,61.8,4.82,4.79,2.97,0,0,1,0,0,0
1.22,61.9,6.89,6.84,4.25,0,0,0,1,0,0
1.5,62.9,7.28,7.26,4.57,0,0,0,0,1,0
1.51,59.9,7.34,7.39,4.41,0,0,0,1,0,0
0.9,65.7,5.98,5.93,3.91,0,0,0,0,0,0
1.01,62.9,6.34,6.37,4.0,0,0,0,0,1,0
0.74,61.2,5.88,5.82,3.58,0,1,0,0,0,0
0.34,62.2,4.52,4.49,2.8,1,0,0,0,0,0
1.09,61.6,6.6,6.64,4.08,1,0,0,0,0,0
1.19,63.6,6.78,6.74,4.3,0,0,0,0,0,1
1.22,62.6,6.79,4.24,3.76,0,0,0,0,0,1
2.01,60.9,8.22,8.18,4.99,0,0,0,1,0,0
0.3,60.8,4.29,4.26,2.6,0,0,0,0,0,0
1.0,61.4,6.45,6.39,3.94,0,0,0,0,1,0
0.3,63.3,4.22,4.25,2.68,0,0,0,0,0,0
1.02,61.5,6.4,6.34,3.92,0,0,0,1,0,0
0.7,59.3,5.8,5.76,3.43,0,0,0,0,0,0
0.96,67.6,5.99,5.84,4.01,0,0,0,1,0,0
0.6,61.5,5.43,5.46,3.35,0,0,0,1,0,0
1.22,62.9,6.79,6.83,4.29,0,0,0,0,1,0
0.97,62.0,6.29,6.25,3.89,0,0,0,0,0,0
0.44,61.5,4.87,4.95,3.02,0,0,0,0,1,0
0.52,61.4,5.16,5.19,3.18,0,0,0,0,0,0
0.3,62.7,4.22,4.26,2.66,0,0,0,1,0,0
1.02,59.2,6.66,6.58,3.92,0,0,1,0,0,0
0.37,58.6,4.68,4.71,2.75,0,1,0,0,0,0
1.23,61.7,6.89,6.86,4.24,0,1,0,0,0,0
0.7,62.5,5.69,5.73,3.57,0,0,1,0,0,0
0.72,60.5,5.8,5.83,3.52,0,0,1,0,0,0
0.43,62.5,4.83,4.86,3.03,0,0,1,0,0,0
0.5,62.5,4.93,4.99,3.1,0,0,1,0,0,0
1.2,61.2,6.78,6.91,4.19,0,0,0,1,0,0
1.5,61.1,7.34,7.31,4.47,1,0,0,0,0,0
1.5,64.2,7.26,7.2,4.64,0,0,0,1,0,0
0.3,61.8,4.33,4.31,2.67,1,0,0,0,0,0
0.51,63.2,5.05,5.08,3.2,1,0,0,0,0,0
0.32,63.2,4.32,4.38,2.75,0,0,0,0,1,0
0.32,60.3,4.44,4.42,2.67,0,0,0,0,0,0
0.51,60.2,5.16,5.27,3.14,1,0,0,0,0,0
0.9,61.9,6.16,6.18,3.82,0,1,0,0,0,0
0.3,61.8,4.29,4.32,2.66,0,0,1,0,0,0
0.55,59.9,5.29,5.33,3.18,1,0,0,0,0,0
0.85,59.3,6.19,6.22,3.68,1,0,0,0,0,0
1.01,61.6,6.41,6.38,3.94,0,0,1,0,0,0
2.06,61.0,8.18,8.1,5.02,0,0,0,0,1,0
0.7,62.0,5.64,5.71,3.52,0,1,0,0,0,0
1.31,60.3,7.08,7.12,4.28,0,0,1,0,0,0
0.8,59.7,6.02,5.97,3.58,0,1,0,0,0,0
1.06,62.6,6.43,6.47,4.04,0,0,0,1,0,0
0.4,62.9,4.68,4.7,2.95,0,1,0,0,0,0
0.72,63.1,5.75,5.7,3.61,0,1,0,0,0,0
1.2,59.8,6.92,6.83,4.11,0,0,0,1,0,0
0.71,61.8,5.73,5.69,3.53,0,1,0,0,0,0
0.91,62.6,6.17,6.14,3.85,0,0,1,0,0,0
0.97,62.0,6.25,6.29,3.89,0,0,0,0,0,0
1.74,61.9,7.74,7.79,4.81,0,0,0,0,0,0
0.73,58.7,5.97,5.92,3.49,0,1,0,0,0,0
1.0,63.8,6.34,6.31,4.03,1,0,0,0,0,0
0.71,62.7,5.71,5.67,3.57,0,1,0,0,0,0
1.51,60.7,7.41,7.38,4.49,0,1,0,0,0,0
1.13,62.7,6.61,6.69,4.17,0,0,0,1,0,0
1.01,64.6,6.29,6.25,4.05,0,0,0,1,0,0
1.21,62.1,6.83,6.88,4.26,1,0,0,0,0,0
0.78,62.4,5.86,5.91,3.67,0,1,0,0,0,0
0.9,63.6,6.06,6.11,3.87,0,0,0,1,0,0
0.35,60.5,4.55,4.58,2.76,0,0,1,0,0,0
2.5,62.0,8.63,8.6,5.34,0,0,0,0,0,1
0.32,63.3,4.36,4.33,2.75,1,0,0,0,0,0
0.43,61.1,4.88,4.84,2.97,0,0,1,0,0,0
1.5,63.1,7.29,7.25,4.59,0,0,1,0,0,0
0.26,62.4,4.06,4.08,2.54,0,1,0,0,0,0
1.01,62.2,6.37,6.43,3.98,0,0,0,1,0,0
1.0,62.9,6.32,6.3,3.97,1,0,0,0,0,0
0.53,60.2,5.26,5.24,3.16,0,0,0,0,0,0
0.3,62.4,4.26,4.3,2.67,0,1,0,0,0,0
1.16,62.6,6.75,6.67,4.2,0,0,0,1,0,0
1.52,62.2,7.27,7.33,4.54,0,0,0,0,1,0
1.2,62.6,6.73,6.76,4.22,0,0,0,1,0,0
0.41,61.7,4.78,4.75,2.94,0,0,1,0,0,0
1.01,61.9,6.46,6.43,3.99,1,0,0,0,0,0
1.0,62.9,6.34,6.39,4.0,0,0,0,1,0,0
0.7,63.0,5.68,5.65,3.57,0,0,1,0,0,0
1.02,64.8,6.22,6.28,4.05,0,1,0,0,0,0
1.01,64.2,6.38,6.26,4.05,0,0,1,0,0,0
1.06,61.7,6.52,6.56,4.04,0,0,1,0,0,0
0.5,62.8,5.02,5.08,3.17,0,0,0,0,0,0
1.02,62.1,6.51,6.4,4.01,1,0,0,0,0,0
1.02,62.8,6.38,6.46,4.03,0,0,0,0,0,0
0.45,62.0,4.95,4.98,3.08,0,0,1,0,0,0
0.3,63.6,4.25,4.31,2.72,0,0,1,0,0,0
0.42,62.8,4.74,4.78,2.99,1,0,0,0,0,0
0.31,63.3,4.35,4.31,2.74,1,0,0,0,0,0
0.54,63.2,5.19,5.16,3.27,0,0,1,0,0,0
0.9,63.6,6.03,6.07,3.85,0,0,1,0,0,0
0.9,59.4,6.19,6.24,3.69,0,0,0,0,0,0
2.0,63.3,7.98,8.03,5.07,0,0,0,0,1,0
0.7,65.6,5.62,5.47,3.64,1,0,0,0,0,0
0.3,61.1,4.32,4.29,2.63,0,1,0,0,0,0
0.5,60.9,5.23,5.09,3.14,0,0,1,0,0,0
0.77,63.0,5.82,5.84,3.67,0,0,1,0,0,0
0.53,59.2,5.31,5.34,3.15,0,1,0,0,0,0
0.72,62.7,5.75,5.67,3.58,0,0,0,0,0,1
1.51,61.9,7.44,7.29,4.56,0,0,0,0,0,1
2.2,61.5,8.44,8.38,5.18,0,0,0,1,0,0
0.7,66.0,5.5,5.53,3.64,0,0,0,1,0,0
0.42,61.6,4.81,4.84,2.97,1,0,0,0,0,0
1.22,62.1,6.8,6.86,4.24,0,0,0,0,1,0
0.8,61.2,5.98,6.05,3.68,0,0,0,1,0,0
1.01,60.3,6.53,6.5,3.93,0,0,0,1,0,0
0.4,62.1,4.75,4.79,2.96,1,0,0,0,0,0
0.42,62.4,4.8,4.79,2.99,0,0,0,1,0,0
1.0,61.9,6.34,6.39,3.94,0,1,0,0,0,0
1.24,60.5,6.97,6.89,4.19,1,0,0,0,0,0
0.41,63.4,4.73,4.7,2.99,0,0,1,0,0,0
1.17,62.0,6.74,6.78,4.19,0,0,1,0,0,0
0.54,62.0,5.2,5.25,3.24,0,0,0,1,0,0
1.5,62.0,7.32,7.4,4.56,1,0,0,0,0,0
0.32,61.2,4.38,4.41,2.69,0,0,0,0,0,0
1.2,62.2,6.77,6.7,4.2,0,0,0,0,1,0
1.02,62.0,6.43,6.48,4.0,0,0,0,0,0,0
0.31,62.3,4.3,4.34,2.69,0,1,0,0,0,0
0.84,62.0,6.07,6.09,3.77,0,0,1,0,0,0
0.5,63.0,5.06,5.0,3.17,0,0,0,0,0,0
0.89,61.6,6.13,6.24,3.82,1,0,0,0,0,0
0.55,64.1,5.21,5.18,3.33,0,0,0,0,0,1
0.7,62.2,5.59,5.54,3.46,0,0,1,0,0,0
0.32,61.3,4.41,4.43,2.71,0,0,0,1,0,0
1.2,62.9,6.8,6.74,4.26,0,0,0,1,0,0
1.0,66.8,6.19,6.08,4.1,0,0,0,1,0,0
1.07,62.6,6.42,6.49,4.04,0,0,0,0,0,0
0.5,60.3,5.1,5.08,3.07,0,0,1,0,0,0
0.41,60.5,4.76,4.8,2.89,0,0,1,0,0,0
1.07,61.5,6.58,6.61,4.06,1,0,0,0,0,0
0.7,61.1,5.69,5.56,3.44,1,0,0,0,0,0
0.85,62.1,6.05,6.1,3.77,0,0,1,0,0,0
1.21,61.8,6.78,6.86,4.2,0,0,0,0,0,1
1.2,61.3,6.85,6.81,4.19,0,0,0,1,0,0
1.23,61.3,6.86,6.93,4.23,0,1,0,0,0,0
0.47,60.5,5.04,5.07,3.06,0,0,0,0,0,0
1.46,62.4,7.26,7.22,4.52,0,0,0,1,0,0
0.55,62.3,5.26,5.23,3.27,1,0,0,0,0,0
2.01,61.7,8.01,8.09,4.97,0,0,0,0,0,1
0.26,60.4,4.19,4.15,2.52,1,0,0,0,0,0
0.4,62.0,4.7,4.66,2.9,1,0,0,0,0,0
0.45,61.0,4.96,5.0,3.04,0,0,1,0,0,0
0.72,60.1,5.89,5.86,3.53,0,0,1,0,0,0
0.41,61.4,4.78,4.76,2.93,0,0,0,0,0,0
0.7,59.3,5.78,5.73,3.41,1,0,0,0,0,0
0.3,61.7,4.34,4.31,2.67,0,0,1,0,0,0
1.21,60.8,6.88,6.86,4.18,0,0,0,0,0,1
0.3,63.0,4.24,4.3,2.69,0,0,1,0,0,0
1.77,60.9,7.92,7.85,4.8,0,0,0,0,0,0
0.43,60.3,4.91,4.87,2.95,0,0,1,0,0,0
0.72,62.0,5.74,5.78,3.57,0,0,1,0,0,0
0.52,61.3,5.2,5.24,3.2,0,0,1,0,0,0
0.3,61.5,4.34,4.38,2.68,0,0,0,1,0,0
1.34,61.3,7.16,7.1,4.37,0,0,1,0,0,0
0.82,60.8,6.05,6.03,3.67,1,0,0,0,0,0
0.73,60.7,5.82,5.87,3.55,0,0,1,0,0,0
0.39,60.7,4.75,4.78,2.89,0,0,1,0,0,0
1.51,63.0,7.24,7.19,4.55,0,0,1,0,0,0
1.06,62.3,6.52,6.48,4.05,0,0,0,0,0,0
1.51,62.4,7.27,7.32,4.55,0,0,0,0,0,1
1.29,61.3,6.99,7.05,4.3,0,0,0,0,0,0
0.5,60.9,5.06,5.15,3.11,0,0,0,1,0,0
0.31,62.4,4.34,4.38,2.72,0,0,0,1,0,0
0.42,62.7,4.75,4.79,2.99,0,0,1,0,0,0
0.71,62.1,5.7,5.75,3.56,0,1,0,0,0,0
0.36,61.7,4.58,4.6,2.83,0,0,0,0,0,0
0.38,62.4,4.63,4.6,2.88,0,0,0,0,0,0
2.11,61.6,8.24,8.19,5.06,0,0,1,0,0,0
0.41,61.9,4.73,4.71,2.92,0,0,0,0,0,0
0.43,60.9,4.86,4.9,2.97,0,0,0,0,0,1
1.01,63.1,6.36,6.31,4.0,0,0,1,0,0,0
0.7,64.0,5.57,5.61,3.58,0,0,0,0,0,0
1.2,60.7,6.9,6.87,4.18,0,0,0,0,1,0
1.51,61.9,7.37,7.3,4.54,0,0,1,0,0,0
1.51,57.5,7.56,7.51,4.33,1,0,0,0,0,0
1.03,62.0,6.47,6.43,4.0,0,0,0,0,1,0
0.9,61.0,6.17,6.12,3.75,0,0,1,0,0,0
1.7,61.7,7.72,7.64,4.74,0,0,0,0,1,0
0.32,62.1,4.43,4.4,2.74,0,0,0,0,0,0
1.27,62.0,6.9,6.95,4.3,0,1,0,0,0,0
0.31,61.3,4.37,4.34,2.67,1,0,0,0,0,0
1.01,60.8,6.45,6.5,3.94,0,0,0,0,0,0
0.3,62.4,4.32,4.34,2.7,0,0,1,0,0,0
1.02,62.8,6.38,6.35,4.0,0,0,1,0,0,0
0.77,60.4,5.9,5.93,3.57,0,0,0,1,0,0
0.74,62.3,5.79,5.76,3.6,0,1,0,0,0,0
2.0,66.8,7.81,7.72,5.19,0,0,0,1,0,0
0.35,62.3,4.52,4.5,2.81,1,0,0,0,0,0
1.53,60.3,7.48,7.51,4.52,0,1,0,0,0,0
1.01,62.8,6.33,6.4,4.0,0,0,0,0,0,0
2.05,61.8,8.12,8.16,5.03,0,0,0,0,0,1
1.0,63.3,6.39,6.34,4.03,0,0,0,0,1,0
0.71,61.3,5.71,5.78,3.52,0,0,0,0,0,0
0.5,62.0,5.1,5.12,3.17,0,0,0,0,1,0
1.21,64.5,6.7,6.66,4.31,0,0,0,1,0,0
0.71,62.2,5.69,5.73,3.55,1,0,0,0,0,0
0.56,61.3,5.31,5.35,3.26,0,1,0,0,0,0
1.12,61.7,6.67,6.71,4.13,0,0,0,1,0,0
1.08,62.7,6.57,6.53,4.11,0,0,0,0,1,0
1.5,61.1,7.46,7.37,4.53,0,0,0,1,0,0
0.5,61.6,5.09,5.14,3.15,0,1,0,0,0,0
1.01,63.7,6.33,6.38,4.05,0,0,0,0,1,0
0.5,65.1,5.02,4.99,3.26,0,0,1,0,0,0
1.19,61.0,6.91,6.8,4.18,0,0,0,1,0,0
0.63,61.8,5.51,5.49,3.4,1,0,0,0,0,0
0.5,60.8,5.09,5.14,3.11,1,0,0,0,0,0
0.3,62.4,4.29,4.23,2.66,0,0,0,1,0,0
1.03,63.9,6.33,6.39,4.07,0,0,1,0,0,0
1.0,62.3,6.34,6.27,3.93,0,1,0,0,0,0
2.05,62.2,8.19,8.12,5.07,0,1,0,0,0,0
1.16,62.0,6.68,6.72,4.19,0,0,0,0,0,0
1.13,59.6,6.89,6.81,4.08,0,0,1,0,0,0
1.5,59.6,7.54,7.46,4.47,0,0,0,0,0,0
1.0,59.5,6.44,6.41,3.82,0,0,0,1,0,0
0.56,61.5,5.29,5.32,3.26,1,0,0,0,0,0
0.38,61.8,4.66,4.63,2.87,0,0,0,1,0,0
0.32,62.3,4.45,4.38,2.75,0,0,1,0,0,0
1.21,61.1,6.93,6.89,4.22,0,1,0,0,0,0
0.72,62.0,5.75,5.79,3.58,0,0,1,0,0,0
0.91,63.4,6.2,6.14,3.91,0,0,1,0,0,0
0.5,62.3,5.04,5.08,3.15,0,0,0,0,1,0
0.54,62.3,5.2,5.24,3.25,0,0,0,0,1,0
0.3,61.6,4.29,4.32,2.65,1,0,0,0,0,0
0.34,62.2,4.45,4.49,2.78,1,0,0,0,0,0
1.12,62.3,6.59,6.64,4.12,0,0,1,0,0,0
0.72,61.9,5.67,5.71,3.52,0,0,1,0,0,0
1.53,60.9,7.5,7.37,4.53,0,1,0,0,0,0
0.38,60.6,4.7,4.73,2.86,0,0,1,0,0,0
1.27,62.4,6.95,6.9,4.32,0,0,0,0,1,0
0.23,63.2,3.86,3.89,2.45,0,1,0,0,0,0
0.77,62.5,5.88,5.9,3.68,0,1,0,0,0,0
1.24,60.5,6.94,7.0,4.22,0,0,1,0,0,0
