carat,table,x,y,z,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
2.25,56.0,8.49,8.54,5.15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.32,58.0,4.43,4.4,2.76,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.05,58.0,6.54,6.51,4.03,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.4,56.0,4.76,4.78,2.92,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.51,54.0,7.4,7.48,4.52,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.04,55.0,6.47,6.52,4.03,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.31,55.0,4.42,4.46,2.65,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.91,56.0,6.11,6.06,3.89,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.37,58.0,4.58,4.55,2.86,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.71,53.0,5.76,5.73,3.57,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.01,59.0,6.4,6.37,4.03,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.01,57.0,6.49,6.54,3.98,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.34,56.0,4.5,4.55,2.79,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.5,57.0,7.08,7.15,4.62,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2.25,63.0,8.45,8.38,5.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.55,58.0,7.34,7.29,4.65,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.3,53.7,4.29,4.32,2.68,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.35,59.0,4.51,4.53,2.79,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.44,57.0,4.95,4.9,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.07,59.0,6.64,6.7,3.96,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.0,58.0,6.47,6.4,3.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.51,65.0,5.14,5.11,3.13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.03,58.0,6.43,6.46,3.97,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.01,59.0,6.47,6.45,3.92,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.71,56.0,5.7,5.73,3.54,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.34,57.0,4.49,4.52,2.76,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.32,58.0,4.4,4.43,2.66,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.11,56.0,6.62,6.66,4.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.06,57.0,6.61,6.66,4.01,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5,59.0,5.01,5.04,3.13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.32,56.0,4.34,4.38,2.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.2,57.0,6.9,6.84,4.19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.42,56.0,4.82,4.74,3.03,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.39,57.0,4.65,4.57,2.92,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.01,60.0,6.45,6.49,3.88,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.54,56.0,5.25,5.27,3.21,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2.14,56.0,8.18,8.14,5.13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.06,57.0,6.61,6.68,4.01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.23,56.0,6.91,6.79,4.32,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.06,59.0,6.48,6.45,4.08,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.6,61.0,5.48,5.52,3.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.24,58.0,7.03,6.97,4.21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.54,57.7,5.19,5.2,3.25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.42,57.0,4.79,4.82,2.99,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.72,61.0,7.57,7.62,4.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.33,54.0,4.46,4.43,2.79,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.09,58.0,6.67,6.7,4.04,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.26,55.0,4.09,4.13,2.55,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.01,57.0,6.36,6.41,4.01,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.27,56.0,4.15,4.18,2.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.36,59.0,4.5,4.55,2.82,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.41,57.0,4.76,4.78,2.95,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,58.0,6.52,6.44,3.97,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.3,58.0,4.33,4.35,2.65,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.5,63.3,5.06,5.08,3.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.3,55.0,4.32,4.38,2.67,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3,61.0,4.2,4.24,2.64,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.31,59.0,4.45,4.48,2.54,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.81,55.0,5.97,6.0,3.73,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.43,57.0,4.89,4.86,2.97,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.33,57.0,4.48,4.45,2.74,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.52,54.0,5.18,5.22,3.21,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.63,57.0,5.54,5.51,3.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.02,58.0,6.56,6.62,3.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.5,58.0,7.34,7.29,4.55,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.08,56.0,6.55,6.59,4.09,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.31,60.0,4.4,4.33,2.64,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.53,53.0,5.2,5.23,3.24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.32,58.0,4.4,4.35,2.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.01,58.0,6.44,6.4,3.96,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.5,55.0,5.01,4.96,3.24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.0,56.0,6.45,6.41,3.95,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9,63.0,5.89,5.79,3.86,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.0,63.0,6.43,6.5,3.86,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.8,56.0,5.91,5.95,3.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.07,55.0,6.59,6.66,4.06,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.72,64.0,6.06,5.97,3.34,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.9,56.0,6.04,6.07,3.88,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4,58.0,4.68,4.72,2.94,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.14,57.0,6.71,6.76,4.15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.41,58.0,4.72,4.7,3.01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,56.0,4.38,4.4,2.69,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.03,56.0,6.52,6.59,3.99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2.01,60.0,8.08,8.17,4.98,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.04,54.0,6.53,6.55,4.01,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.06,57.0,6.59,6.56,4.03,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.3,56.0,4.3,4.34,2.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.21,57.0,6.79,6.89,4.17,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.8,58.0,5.9,5.92,3.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.33,55.0,4.46,4.5,2.78,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.5,57.0,7.45,7.36,4.44,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.3,56.0,4.31,4.33,2.65,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.23,59.0,3.93,3.97,2.41,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.71,56.0,5.74,5.78,3.54,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.2,55.0,6.79,6.75,4.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.75,58.0,5.73,5.77,3.66,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,53.0,5.65,5.61,3.53,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.01,59.0,6.17,6.21,4.03,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.5,57.0,5.15,5.1,3.12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.7,56.0,5.67,5.75,3.55,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3,57.0,4.32,4.36,2.66,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.34,55.0,4.46,4.5,2.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.08,59.0,6.57,6.62,4.01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.76,58.0,7.84,7.87,4.73,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.57,55.0,5.33,5.35,3.32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.41,59.0,4.73,4.64,2.94,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.34,55.0,4.54,4.48,2.78,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.04,59.0,6.46,6.48,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.96,58.0,6.47,6.51,3.81,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.56,57.0,7.56,7.5,4.56,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.32,56.0,4.42,4.37,2.73,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.51,58.0,5.2,5.23,3.13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.04,59.0,6.53,6.42,3.95,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.31,55.0,4.35,4.34,2.7,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.07,60.0,6.7,6.65,3.99,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.78,56.0,5.95,5.97,3.64,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.01,56.0,6.4,6.44,4.01,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.31,61.0,4.31,4.34,2.66,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.51,56.0,5.14,5.11,3.14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.55,58.0,5.32,5.26,3.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3,60.0,4.32,4.3,2.59,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.03,58.0,6.5,6.41,4.03,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6,57.0,5.43,5.35,3.34,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.37,60.0,4.55,4.59,2.87,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.05,58.0,6.52,6.47,3.98,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.27,59.0,4.08,4.12,2.55,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.17,56.0,6.83,6.76,4.17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.3,53.0,4.31,4.33,2.7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.63,60.0,5.45,5.33,3.39,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.0,63.0,6.58,6.47,3.81,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.01,60.0,6.36,6.32,3.99,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.55,54.0,5.28,5.3,3.27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.51,57.0,5.12,5.09,3.21,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.3,58.0,7.02,6.97,4.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.59,54.0,5.36,5.38,3.33,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.6,59.0,5.39,5.31,3.37,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.44,58.0,4.9,4.92,2.96,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.08,63.0,6.9,6.8,3.83,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.47,55.0,5.03,5.01,3.06,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.2,56.6,6.74,6.8,4.22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.06,56.0,6.55,6.58,4.03,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.96,59.0,6.3,6.22,3.94,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.58,55.0,5.36,5.39,3.31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.51,57.0,7.28,7.37,4.56,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.34,56.0,4.44,4.48,2.83,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.3,57.0,4.32,4.36,2.66,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9,57.0,6.09,6.02,3.86,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.52,55.0,5.09,5.12,3.23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.71,57.0,5.89,5.93,3.44,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3,55.0,4.34,4.36,2.68,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.33,59.0,4.42,4.45,2.72,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.32,58.0,4.41,4.38,2.67,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.01,58.0,6.61,6.54,3.92,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.31,55.0,4.37,4.42,2.69,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.59,58.0,7.42,7.48,4.63,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3,56.0,4.3,4.31,2.66,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.71,56.0,5.82,5.77,3.51,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.5,58.0,5.15,5.18,3.11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,58.0,4.26,4.3,2.64,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2.06,58.0,8.3,8.38,4.92,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3,59.0,4.22,4.27,2.67,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.5,58.0,7.31,7.37,4.52,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2.0,62.0,8.0,8.03,5.03,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.72,58.0,5.74,5.78,3.51,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.38,56.0,4.66,4.69,2.87,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.97,62.0,6.56,6.48,3.79,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.51,60.0,7.21,7.26,4.63,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2.02,56.0,8.06,8.13,5.02,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.5,60.0,7.17,7.22,4.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3,59.0,4.3,4.22,2.68,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.73,60.0,5.71,5.79,3.57,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.39,57.0,4.62,4.65,2.93,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.43,56.0,4.95,4.97,2.99,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.32,54.0,4.38,4.4,2.74,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.02,54.0,7.96,8.02,5.07,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0,58.0,6.36,6.45,3.96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.56,54.0,5.3,5.33,3.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5,60.0,5.15,5.05,3.17,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.2,58.0,6.84,6.88,4.19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.01,55.0,6.36,6.38,4.02,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.47,61.0,5.05,4.96,3.02,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,55.0,4.25,4.28,2.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.16,58.0,6.72,6.66,4.19,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.01,58.0,6.41,6.38,3.99,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.6,55.0,5.39,5.37,3.39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.3,55.0,4.32,4.31,2.67,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.04,56.0,6.64,6.58,3.96,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.56,56.0,5.24,5.28,3.28,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3,55.0,4.31,4.27,2.66,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.51,59.0,5.17,5.15,3.12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.02,62.0,6.49,6.54,3.98,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.91,59.0,6.1,6.06,3.86,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.81,57.0,6.08,6.03,3.71,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4,57.0,4.71,4.73,2.91,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.01,59.0,6.38,6.34,4.02,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.41,55.0,4.8,4.83,2.94,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.57,58.0,5.38,5.33,3.32,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.4,57.0,4.82,4.77,2.86,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.23,64.0,6.94,6.88,4.18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.2,58.0,6.86,6.79,4.29,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.32,58.0,4.35,4.33,2.72,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.09,57.0,6.58,6.63,4.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.57,59.0,5.22,5.18,3.36,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.5,59.0,7.41,7.35,4.51,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.73,56.0,5.81,5.86,3.58,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.0,58.0,6.55,6.47,3.89,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.15,58.0,6.74,6.8,4.14,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.33,56.0,4.43,4.46,2.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.95,59.0,8.1,8.05,4.87,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1.09,57.0,6.64,6.69,4.06,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.43,59.0,4.8,4.84,2.97,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.08,58.0,6.63,6.51,4.08,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.51,56.0,5.08,5.06,3.22,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.31,54.0,4.38,4.33,2.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.38,55.0,4.65,4.62,2.88,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.79,56.0,5.91,5.93,3.67,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.55,55.0,5.3,5.28,3.24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.77,56.0,5.92,5.86,3.65,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.71,62.0,5.87,5.81,3.43,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.91,58.0,6.23,6.28,3.85,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2.14,57.0,8.34,8.28,5.14,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.36,57.0,4.58,4.62,2.81,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.55,54.0,5.28,5.36,3.26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.31,60.0,4.37,4.42,2.67,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.5,59.0,7.26,7.2,4.49,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.5,60.0,5.05,5.09,3.16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.57,55.0,5.3,5.34,3.31,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.32,56.0,4.35,4.39,2.71,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.32,57.0,4.39,4.34,2.74,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.71,60.0,5.77,5.79,3.48,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.0,61.0,6.48,6.44,3.89,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
